id,name
https://openalex.org/C39499422,Corner detection
https://openalex.org/C126042441,Frame (networking)
https://openalex.org/C2776401178,Feature (linguistics)
https://openalex.org/C31972630,Computer vision
https://openalex.org/C68339613,Speedup
https://openalex.org/C52622490,Feature extraction
https://openalex.org/C115961682,Image (mathematics)
https://openalex.org/C41895202,Linguistics
https://openalex.org/C190502265,MNIST database
https://openalex.org/C86251818,Benchmarking
https://openalex.org/C78201319,Grayscale
https://openalex.org/C169903167,Test set
https://openalex.org/C162853370,Marketing
https://openalex.org/C144133560,Business
https://openalex.org/C148483581,Feature selection
https://openalex.org/C52001869,Naive Bayes classifier
https://openalex.org/C158154518,Relevance (law)
https://openalex.org/C117220453,Correlation
https://openalex.org/C2524010,Geometry
https://openalex.org/C17744445,Political science
https://openalex.org/C199539241,Law
https://openalex.org/C136389625,Supervised learning
https://openalex.org/C34872919,One-class classification
https://openalex.org/C2777212361,Class (philosophy)
https://openalex.org/C58973888,Semi-supervised learning
https://openalex.org/C2992525071,Federated learning
https://openalex.org/C150899416,Transfer of learning
https://openalex.org/C38652104,Computer security
https://openalex.org/C2781013037,Nowcasting
https://openalex.org/C81363708,Convolutional neural network
https://openalex.org/C107054158,Precipitation
https://openalex.org/C48103436,State (computer science)
https://openalex.org/C12713177,Perspective (graphical)
https://openalex.org/C153294291,Meteorology
https://openalex.org/C26517878,Key (lock)
https://openalex.org/C81917197,Selection (genetic algorithm)
https://openalex.org/C18762648,Work (physics)
https://openalex.org/C2779094486,Quantum machine learning
https://openalex.org/C84114770,Quantum
https://openalex.org/C58053490,Quantum computer
https://openalex.org/C113775141,Computer engineering
https://openalex.org/C168065819,Debugging
https://openalex.org/C73555534,Cluster analysis
https://openalex.org/C26713055,Implementation
https://openalex.org/C19527891,Medical physics
https://openalex.org/C177713679,Intensive care medicine
https://openalex.org/C50292564,Computational learning theory
https://openalex.org/C112972136,Stability (learning theory)
https://openalex.org/C32254414,Algorithmic learning theory
https://openalex.org/C72134830,Convexity
https://openalex.org/C106159729,Financial economics
https://openalex.org/C2982736386,Statistical learning
